"Molecule.ChEMBL.ID";"Smiles";"Standard.Value";"Mannhold LogP";"Atomic Polarizabilities";"Aromatic Atoms Count";"Aromatic Bonds Count";"Element Count";"Bond Polarizabilities";"Bond Count";"Eccentric Connectivity Index";"Fragment Complexity";"VABC Volume Descriptor";"Hydrogen Bond Acceptors";"Hydrogen Bond Donors";"Largest Chain";"Largest Pi Chain";"Petitjean Number";"Rotatable Bonds Count";"Lipinski's Rule of Five";"Topological Polar Surface Area";"Vertex adjacency information magnitude";"Molecular Weight";"XLogP";"Zagreb Index";"Formal Charge";"Formal Charge (pos)";"Formal Charge (neg)";"Heavy Atoms Count";"Molar Mass";"SP3 Character";"Rotatable Bonds Count (non terminal)";"ALogP1";"ALogP2";"ALogP3";"Moreau-Broto Autocorrelation (mass) descriptors1";"Moreau-Broto Autocorrelation (mass) descriptors2";"Moreau-Broto Autocorrelation (mass) descriptors3";"Moreau-Broto Autocorrelation (mass) descriptors4";"Moreau-Broto Autocorrelation (mass) descriptors5";"Moreau-Broto Autocorrelation (charge) descriptors1";"Moreau-Broto Autocorrelation (charge) descriptors2";"Moreau-Broto Autocorrelation (charge) descriptors3";"Moreau-Broto Autocorrelation (charge) descriptors4";"Moreau-Broto Autocorrelation (charge) descriptors5";"Moreau-Broto Autocorrelation (polarizability) descriptors1";"Moreau-Broto Autocorrelation (polarizability) descriptors2";"Moreau-Broto Autocorrelation (polarizability) descriptors3";"Moreau-Broto Autocorrelation (polarizability) descriptors4";"Moreau-Broto Autocorrelation (polarizability) descriptors5"
"CHEMBL3883389";"O=C(Nc1ccccc1-c2nnn(-c3ccccc3)n2)c4ccccc4[N+](=O)[O-]";0.28;2.67;53.54110199999998;23;23;43;20.158897999999997;32;687;1304.09;319.5275946552183;5;1;3;29;0.5;6;0;115.84;6;386.11273830800036;4.707000000000001;152;0;1;-1;29;386.36432251424526;0;5;1.9368;3.7511942400000002;115.6546;33.48328891428172;35.516047674177905;49.56451259918047;50.81446443671727;53.11177900265013;0.31460274542938677;-0.10597010630422894;0.032240171375869354;-0.10673786571583062;-0.01964532783091762;1807.5418681070644;2126.0692684014775;2930.5843180848556;2931.7059078211396;2747.6215830035712
"CHEMBL4091036";"COc1cccc(-n2nnc(-c3ccccc3NC(=O)c4ccc(NC(=O)CBr)cc4)n2)c1";0.283;2.8899999999999997;65.20506699999997;23;23;52;29.192932999999993;36;1012;1969.1;390.6991675103855;7;2;4;30;0.47368421052631576;9;1;111.02999999999999;6.169925001442312;506.07020056800053;4.559000000000001;170;0;0;0;33;507.33976194458825;0.038461538461538464;7;0.8302999999999996;0.6893980899999993;139.0107;80.74137970559713;45.224257805767415;60.494454532163736;69.93639606476138;60.408198231120565;0.6163406936425853;-0.2853682417200198;-0.03631926381417776;-0.01007801429709923;0.06342008371073656;2170.6499784525026;2507.3783315144306;3398.63824228715;3390.5928858619973;3174.959809448998
"CHEMBL4171799";"Nc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc4ccccc24)c1";0.284;2.89;52.30589499999998;22;23;42;20.294105;30;550;1323.07;302.3770664472906;4;2;3;27;0.5;6;0;106.97;5.906890595608519;357.12257472000044;4.128000000000001;144;0;1;-1;27;357.36615513346567;0;4;0.8538999999999988;0.7291452099999979;110.5473;30.348839577464293;32.4363786595768;46.152796790524356;47.48582463895869;43.70723944197032;0.2541621478125846;-0.13132201937222726;0.07944497956774285;-0.08614483467072097;0.0011075879455339436;1816.9177858420405;2151.1304558973093;3014.523476818784;3113.8263879781216;2804.4874709701166
"CHEMBL4214686";"O=C(Nc1ccccc1-c2nnn(-c3ccccc3)n2)C4CCCCC4";0.287;3;55.50465299999997;17;17;47;26.555346999999994;29;608;1850.06;312.39621584912965;5;1;3;20;0.5;4;1;72.7;5.857980995127573;347.1746102920006;5.011;136;0;0;0;26;347.414394728851;0.1276595744680851;4;0.018199999999997607;0.0003312399999999129;103.9612;28.57437054192335;31.24294254686423;42.793495743013516;41.9875507286457;41.03960330833123;0.24846226116719003;-0.10759547620693138;0.00875282383628691;-0.0513068292683023;0.06653108324082906;1700.5119589339236;1979.4881163159719;2681.5242487478577;2590.1123878501767;2376.8923116369524
"CHEMBL4207415";"O=C(Nc1ccccc1-c2nnn(-c3ccccc3)n2)c4ccncc4";0.287;2.78;50.177101999999984;23;23;40;20.222897999999997;29;608;1199.07;287.28761532902934;6;1;3;26;0.5;4;0;85.59;5.857980995127573;342.1229090680004;3.5630000000000006;136;0;0;0;26;342.35477676231847;0;4;0.03870000000000018;0.0014976900000000137;108.86740000000002;28.93435084319983;31.575306413225125;43.125859609374395;42.15373266182614;41.20578524151167;0.3332382960140172;-0.15974140661120062;0.03524284495927787;-0.021434220960923175;-0.06943048525667016;1640.2949268461143;1913.7296035250115;2600.4112550408604;2518.807711988926;2319.718174163632
"CHEMBL3110289";"COc1ccc2c(CCNC(=O)c3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)c[nH]c2c1";0.29;3.66;73.87623899999996;25;27;59;35.417761;40;1303;2709.08;438.4160445073746;2;2;5;15;0.5;10;2;93.56;6.321928094887363;546.0790339360007;6.369;192;0;0;0;36;547.3972014708262;0.06779661016949153;8;0.5542000000000007;0.30713764000000077;152.4812;83.8503965715731;48.974139010926876;72.6748259108488;76.44557087778742;64.84383146664004;0.7957046209253614;-0.3516010220204577;-0.07475909745513251;-0.05806808760830809;0.14041996333136222;2485.9091454067247;2909.499136868129;4031.6159918185863;3994.1809900081457;3386.262765028436
"CHEMBL3092482";"COc1ccc(-c2nc(Nc3cccc(Br)c3)c4ccccc4n2)cc1OC";0.29;3.2199999999999998;58.67627399999997;22;23;46;28.099725999999993;31;611;1645.06;336.89559296105745;3;1;2;25;0.46153846153846156;8;1;56.269999999999996;5.954196310386876;435.0582389160005;5.4129999999999985;148;0;0;0;28;436.30157074529706;0.043478260869565216;5;1.5927999999999987;2.537011839999996;124.44350000000001;73.88696976622674;38.978134968757516;57.68313489881594;61.900916864067035;58.591710709529366;0.5025730751223171;-0.3061525339378579;0.052096163760864705;0.05346007187825908;-0.14897249324850365;2054.528376061745;2415.2255497331516;3372.55084806206;3528.9506104166044;3163.805994460091
"CHEMBL3808612";"COc1ccc(/C=C/C(=O)c2ccc(Nc3nc(-c4ccccc4)nc5ccccc35)cc2)cc1OC";0.29;4.21;76.93582499999995;28;29;62;35.42017499999999;41;1265;3024.06;445.62731011205256;4;1;4;35;0.5;10;1;73.34;6.357552004618084;487.1895916600007;6.441;194;0;0;0;37;487.549656049889;0.03225806451612903;8;1.9496000000000009;3.8009401600000037;161.17190000000002;40.40334801045228;43.6575514847455;60.041967930791884;65.59184187317553;59.17708124968275;0.6115063754288584;-0.34400956124304666;0.02616401918068867;0.0693075791301519;-0.06251245964315759;2555.7566868188583;2988.6775627823627;4115.488100790199;4301.7972855523085;3817.8908092976826
"CHEMBL4160887";"COc1cccc(-c2nc(Nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)c4ccccc4n2)c1";0.291;2.67;56.471894999999975;22;23;46;24.126104999999995;34;681;1471.1;343.4072724740407;3;1;3;30;0.46153846153846156;9;0;133.32;6.08746284125034;417.1073185800004;4.751999999999999;164;0;2;-2;31;417.37510581296186;0.021739130434782608;6;2.0652999999999992;4.2654640899999965;116.70119999999999;36.67224668408713;38.207485807975154;54.255633734595555;57.478376501754056;55.2535699741382;0.450121525631074;-0.19882914046313907;0.10087416569166602;-0.11713720818282827;-0.13172305441110463;1977.8176979745353;2356.4324594777113;3334.740568196359;3530.9455652418005;3270.542827926222
"CHEMBL4176113";"COc1ccc(Nc2nc(-c3cccc(C#N)c3)nc4ccccc24)cc1O";0.297;3.2199999999999998;55.39268799999998;22;23;44;23.367312;31;641;1453.06;323.3358167900573;4;2;2;27;0.5;6;0;91.06;5.954196310386876;368.12732575200044;4.017000000000001;148;0;0;0;28;368.3888644738314;0.022727272727272728;4;0.6147000000000005;0.3778560900000006;117.0073;30.988859276187814;33.159549463660824;46.54396590970722;50.92792980813875;45.402446827447456;0.4916747437320866;-0.2516886086022234;0.026357531111801315;-0.0219115667917453;0.0068104416815684046;1883.0478033271738;2228.5408631332616;3130.29073327646;3281.5595825349724;2916.233241715276
"CHEMBL4099533";"CC(C)(C)OC(=O)c1cccc(Nc2nc(-c3ccncc3)nc4ccccc24)c1";0.299;3.4399999999999995;62.913445999999965;22;23;52;31.54455399999999;33;709;2155.06;360.56424474259103;6;1;5;26;0.5;9;1;77;6.044394119358453;398.1742759440006;5.037000000000001;160;0;0;0;30;398.45798079036217;0.07692307692307693;6;0.8993999999999986;0.8089203599999976;124.78240000000001;32.98885927618781;35.32573139684126;51.81670885556115;50.31937081654992;50.17735313891108;0.5245064987024993;-0.3380468132731091;0.15752959872419664;-0.06373164648149618;-0.16227395389615762;2034.395829308185;2386.322595716638;3338.5764781746298;3382.0417651258044;3195.3944339100026
"CHEMBL4095392";"COc1cccc(-n2nnc(-c3ccccc3NC(=O)c4ccc(N)cc4)n2)c1";0.299;2.89;57.16627399999997;23;23;47;24.531725999999995;32;757;1688.08;330.66981128132414;6;2;3;28;0.5;7;0;107.94999999999999;6;386.14912381600055;3.913000000000001;152;0;0;0;29;386.4074164987671;0.02127659574468085;5;0.02819999999999817;0.0007952399999998968;122.6302;32.708819878740776;35.07330843430981;48.79004356363952;48.98409854927171;47.09133881571084;0.4203233873831443;-0.20694667263227856;0.02199682890797177;-0.059529882509567485;0.07361118126605933;1858.1438094766922;2170.589783934321;2981.3213995360625;2928.327215779077;2675.8702761549207
"CHEMBL4172203";"COc1ccc(-c2nc(Nc3ccc(O)c([N+](=O)[O-])c3)c4ccccc4n2)cc1OC";0.305;2.8899999999999997;59.13227399999997;22;23;49;28.065725999999994;34;718;1774.09;352.34295559254076;3;2;3;29;0.5;10;0;119.64;6.08746284125034;418.12771967600054;4.959000000000001;164;0;1;-1;31;418.4029607641912;0.04081632653061224;6;0.7902999999999991;0.6245740899999986;121.7325;36.31226638281065;37.93065661205917;53.81298478695885;60.47394326800073;56.916365509486695;0.6138215506596114;-0.2971444344015471;0.021141840723115844;-0.01209685580059859;-0.16194121575076562;2015.1925462463232;2396.805116175613;3405.8547944227444;3652.447571748238;3285.4437972737255
"CHEMBL3883221";"CCOc1ccc(-n2nnc(-c3ccccc3NC(=O)c4ccccc4[N+](=O)[O-])n2)cc1";0.308;2.78;60.53027399999997;23;23;50;26.447725999999996;35;900;1817.1;362.909790607513;5;1;3;30;0.47058823529411764;9;1;125.07000000000001;6.129283016944966;430.1389530560005;5.045;166;0;1;-1;32;430.4169622506938;0.04;7;1.6886000000000003;2.851369960000001;126.59190000000002;37.25775794982267;39.18023162844303;54.560788530578165;56.4786483909824;58.443870979782695;0.457613111879586;-0.1748325109836828;0.025304988808045725;-0.10131398100842878;-0.053387571568315584;1972.275785527617;2312.5319157222784;3189.3401003273016;3234.262121389075;3037.3010742875517
"CHEMBL3810065";"COc1cccc(/C=C/C(=O)c2cccc(Nc3nc(-c4ccc(OC)c(OC)c4)nc5ccccc35)c2)c1";0.31;4.210000000000001;80.83141099999995;28;29;66;39.52258899999999;43;1291;3418.07;471.7135214384806;4;1;4;36;0.5;12;2;82.57000000000001;6.426264754702098;517.2001563440007;6.355999999999999;204;0;0;0;39;517.5756783818979;0.045454545454545456;9;1.450999999999999;2.105400999999997;167.8154;43.17781704599322;46.32173543901062;63.70615188505701;70.25602582744067;65.00744713712832;0.7624994699160513;-0.42703389632104655;0.03924508565855386;0.0764696839899036;-0.19683314742971555;2696.679682558706;3163.9656591270123;4385.420139155451;4646.2540476424365;4251.011113978801
"CHEMBL3353417";"COc1cccc(CCn2c3c(c4c2-c5ccccc5C4=O)C(=O)CCC3)c1";0.31;3.6599999999999997;59.74865299999997;17;17;49;28.769346999999993;32;602;2053.04;340.180649519452;2;0;2;15;0.5;5;0;48.3;6;371.15214353200054;4.460999999999999;158;0;0;0;28;371.42933534299783;0.12244897959183673;4;1.127399999999999;1.271030759999998;116.41380000000001;30.683387407899318;33.8269137080716;49.823461528697614;54.985919393275736;52.92666065422853;0.46827365901797435;-0.17754263640438192;-0.049010260065222015;-0.052380794844091236;0.049560664243749004;2174.530029983977;2689.889715579594;4094.8091115557563;4258.696186775486;3830.7877108954663
"CHEMBL446339";"COc1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c5cnc6ccccc6c5";0.317;4.54;97.53454799999996;28;29;82;51.63945199999999;51;2031;5499.09;565.6239727757404;6;2;3;29;0.5;13;2;102.02;6.672425341971496;616.2685702520009;5.009000000000001;244;0;0;0;46;616.7069327848754;0.0975609756097561;10;0.519600000000003;0.2699841600000031;192.02949999999996;51.31226638281065;55.1523732156845;76.75784220935905;84.80576335590496;75.88900475349688;0.9642552443463372;-0.5416226794258985;0.000810556060931988;0.1692271747607317;-0.21228491545388975;3184.8395861405766;3733.8974843610476;5183.869967791332;5394.029374970437;4628.728484975565
"CHEMBL3883362";"COc1ccc(C(=O)Nc2ccccc2-c3nnn(-c4ccc(OC)c(OC)c4)n3)cc1";0.319;3;63.19065299999996;23;23;53;32.303346999999995;35;924;2144.09;371.84547372601327;5;1;3;29;0.5;10;0;100.39;6.129283016944966;431.15935415200056;4.292000000000002;166;0;0;0;32;431.44481720192323;0.05660377358490566;7;0.2276999999999977;0.051847289999998956;132.3674;36.89777764854618;39.235494409659616;53.78604760580889;57.75457162698201;55.253524791060634;0.711766339773261;-0.3746009048898771;-0.01191720383517742;0.08119391319639195;-0.08219360748508797;2003.764782363822;2345.7761936915135;3246.6182166063772;3301.6191359083846;3016.363592205509
"CHEMBL3092500";"COc1cc2nc(Nc3cccc([N+](=O)[O-])c3)nc(Nc4cccc([N+](=O)[O-])c4)c2cc1OC";0.32;2.5599999999999996;62.13427399999997;22;23;52;29.981725999999995;37;793;1903.12;380.49024400863533;4;2;3;32;0.5;12;0;154.57999999999998;6.20945336562895;462.12878229600045;4.310000000000001;178;0;2;-2;34;462.4157721058326;0.038461538461538464;8;1.322599999999999;1.7492707599999977;126.3936;40.80669602090455;42.20403362860118;59.63977829141364;64.24939335792101;62.1356713689634;0.6407042430135789;-0.3523604812654662;0.12630993007687297;-0.08815082188012707;-0.08711463893923317;2126.37576591523;2521.90324697446;3563.006715766615;3803.945975242603;3535.0748023429837
"CHEMBL3810327";"COc1ccc(/C=C/C(=O)c2cccc(Nc3ncnc4cc(OC)c(OC)cc34)c2)cc1";0.32;3.5500000000000003;67.60423899999996;22;23;56;35.14976099999999;36;1026;2425.07;399.1034484864801;4;1;4;30;0.47368421052631576;11;0;82.57000000000001;6.169925001442312;441.16885621600056;4.327000000000002;170;0;0;0;33;441.4794999858668;0.05357142857142857;8;0.1742999999999992;0.030380489999999722;139.43209999999996;37.17781704599322;39.32173543901063;53.37378801869613;58.59129809471891;52.397907091160164;0.7738844140520843;-0.4433353772465418;0.06346747414971138;0.018147323399407913;-0.12014046497382384;2156.6887911895533;2510.8076751966664;3441.7676232621006;3583.007442632342;3111.8060764508314
"CHEMBL410316";"COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N4C(=O)[C@@H]5CCCN5C(=O)[C@@H]4C3";0.321;3.2199999999999998;61.09582499999996;9;10;53;35.782174999999995;32;559;2493.06;346.3915767864523;4;1;3;10;0.5;5;0;65.64;6;379.1895916600007;2.2709999999999995;162;0;0;0;28;379.45303297879695;0.18867924528301888;2;-0.9125999999999992;0.8328387599999986;107.86310000000002;31.403348010452277;34.65782337397383;53.595656234009255;59.813075079190256;61.53274852082269;0.602338777623948;-0.34581638186553604;-0.009158882494191129;0.21461471177771832;-0.24778858794364433;2338.3890945384537;2923.4504608218804;4548.541329872011;4902.410463006519;4729.531490877728
"CHEMBL4078022";"CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc3ccc([N+](=O)[O-])cc3)cc1";0.325;3.11;62.757445999999966;18;18;53;29.202553999999992;33;919;2095.08;384.10517221864654;5;3;3;28;0.47368421052631576;9;1;113.37;6.044394119358453;418.16410518400056;5.2440000000000015;154;0;1;-1;31;418.446054748713;0.05660377358490566;7;1.2551000000000008;1.5752760100000018;122.68780000000001;35.5377973472697;35.934380680661484;49.28674745803896;50.14919292553884;48.560364955738294;0.4247885884894408;-0.2540796683474784;0.13115907210179165;-0.08139468957436101;0.08498201813860762;1883.160378237099;2146.113945534884;2827.4793606962594;2834.1069785438503;2523.5131888749884
"CHEMBL4098858";"COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc4ccc(NC(C)=O)cc4)n2)c1";0.325;2.8899999999999997;64.58865299999997;23;23;54;30.749346999999993;36;1020;2193.1;382.4123087409855;8;3;3;31;0.47368421052631576;8;0;123.05999999999999;6.169925001442312;443.17058753200064;3.473000000000001;170;0;0;0;33;443.4588186884258;0.037037037037037035;6;-0.09090000000000181;0.00826281000000033;134.32290000000003;37.8432692155582;39.903946210983705;55.58931092541011;53.316462415632586;55.254068569517294;0.6052984976596641;-0.3533399996642772;0.11271237544102913;-0.0898390312636653;0.05999769933373637;2051.7698333977005;2377.583068872106;3229.461962775896;3158.317263343366;2979.0253138637404
"CHEMBL3884587";"COc1ccc(-n2nnc(-c3ccccc3NC(=O)c4ccc(C(F)(F)F)cc4)n2)cc1OC";0.33;2.78;62.059273999999974;23;23;52;30.716725999999994;37;994;1903.11;381.25792357637107;5;1;3;28;0.5;12;1;91.16;6.20945336562895;469.1361740960005;5.302;180;0;0;0;34;469.41679967287644;0.057692307692307696;7;1.6288000000000016;2.652989440000005;130.9384;42.629441030133194;42.316665789969946;64.37335140324717;64.5810983418678;62.412143483078985;0.8237120832264258;-0.46689391507695754;0.033167393800715594;0.06602199440660914;-0.03937034231526127;2015.1132470433563;2375.421899523464;3324.6864172775277;3384.5940758499596;3106.688954735321
"CHEMBL4061497";"COc1ccc(-n2nnc(-c3ccccc3NC(=O)Nc4ccc([N+](=O)[O-])cc4)n2)cc1";0.331;2.56;59.203480999999975;23;23;49;26.014518999999993;35;976;1712.11;356.6105661898131;6;2;3;31;0.47368421052631576;8;0;137.10000000000002;6.129283016944966;431.1342020240005;4.111000000000001;166;0;1;-1;32;431.404988807116;0.02040816326530612;6;1.1940999999999977;1.4258748099999945;125.34700000000001;37.61773825109915;39.51259549480393;54.976228407836565;54.312738347030276;52.3647909267158;0.5005228775056826;-0.2740944379998718;0.09425304154463274;-0.06386479476140255;0.02151576845258622;1916.5281917037767;2233.457783090304;3049.944726041929;2991.0840053649063;2729.0349325672746
"CHEMBL4171705";"N#Cc1cccc(Nc2nc(-c3ccc([N+](=O)[O-])cc3)nc4ccccc24)c1";0.336;3;52.73230899999998;22;23;41;19.427690999999996;31;643;1180.07;314.40013367155717;4;1;3;28;0.5;5;0;104.74;5.954196310386876;367.1069246560004;4.668000000000001;148;0;1;-1;28;367.3610095226021;0;4;1.8896999999999997;3.570966089999999;111.976;31.348839577464293;33.4363786595768;46.986614857343916;49.48582463895868;44.51344107387429;0.33398897747583955;-0.15288426785989304;0.06372580309522273;-0.08541270432878824;0.010303904007537492;1837.482164477047;2175.9302988239806;3044.0055483646597;3163.9297703907205;2811.6957930277877
"CHEMBL4081623";"COc1ccc(Nc2nc(-c3ccccc3)nc4ncccc24)cc1OC";0.343;3.11;54.96627399999998;22;23;45;28.129725999999994;30;591;1602.06;311.31274956579074;4;1;2;25;0.46153846153846156;7;0;69.16;5.906890595608519;358.1429758160005;3.5740000000000007;142;0;0;0;27;358.3940100846951;0.044444444444444446;5;-0.8685;0.7542922500000001;112.6923;29.988859276187814;32.657823373973834;44.90394621098369;49.0941117413192;44.95595360759165;0.5639636150708992;-0.3643421236739323;0.1109802899302755;-0.07598648219609597;0.07049188367579412;1795.3345475623464;2114.9169927633734;2953.187381996552;3108.909191349783;2769.319948484148
"CHEMBL4096070";"CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc3cccc([N+](=O)[O-])c3)cc1";0.348;3.11;62.757445999999966;18;18;53;29.202553999999992;33;881;2095.08;384.10517221864654;5;3;3;28;0.5;9;1;113.37;6.044394119358453;418.16410518400056;5.2440000000000015;154;0;1;-1;31;418.446054748713;0.05660377358490566;7;1.2551000000000008;1.5752760100000018;122.68780000000001;35.5377973472697;35.934380680661484;49.28674745803896;50.14919292553884;49.92034525701477;0.4257061851908624;-0.25186003633859044;0.1325903903885146;-0.09333547006451762;0.103336427109234;1890.4077753177041;2156.6330378368816;2843.2618766577507;2855.2877743630575;2582.309360247552
"CHEMBL4094899";"COc1cccc(-c2nc(Nc3cccc(C#N)c3)c4cccnc4n2)c1";0.348;3.11;53.263894999999984;22;23;42;23.594104999999995;30;583;1323.06;308.24636567179624;5;1;2;26;0.46153846153846156;5;0;83.72;5.906890595608519;353.12766010000047;3.6500000000000012;142;0;0;0;27;353.37748610268426;0.023809523809523808;4;0.4699000000000006;0.22080601000000055;111.8722;29.574370541923347;32.15982135288915;44.40594418989902;46.987822617874;43.236853855801236;0.5036391808141042;-0.300901339245516;0.1480436639200061;-0.18769438081609272;0.033927563074029846;1794.8684289179682;2117.289261962451;2949.2244039797297;3067.9297074007122;2765.3934903532017
"CHEMBL397235";"COc1ccc(CCNC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)cc1";0.35;3.4399999999999995;58.42185999999997;20;22;48;27.016139999999993;31;761;1845.05;343.601425101752;2;2;5;18;0.5;6;1;71.19;5.954196310386876;372.1473925000006;5.695;148;0;0;0;28;372.41736189942003;0.0625;5;0.9837999999999997;0.9678624399999993;118.53739999999999;31.043367709175797;32.99309564125204;46.2110130818121;51.48446519281706;46.12073091155289;0.491765700781096;-0.23429977911785124;0.02628356480761157;-0.10099340448711848;0.15577635010316263;1914.9953309534174;2261.2497813425293;3171.8912054679854;3331.700707542296;2787.5340666261777
"CHEMBL1834568";"COc1cc(OC)c(/C=C/C(=O)c2cn(C)c3ccc(OC)cc23)c(OC)c1";0.35;3.2199999999999998;59.16623899999996;15;16;51;35.745760999999995;30;641;2053.06;350.5185097712408;1;0;4;23;0.5;12;0;58.92;5.906890595608519;381.1576228360006;3.883000000000001;144;0;0;0;28;381.42255491221215;0.09803921568627451;7;-0.06160000000000142;0.0037945600000001745;117.89749999999998;32.23232547898121;33.48737359373442;45.819465570866974;51.815741502264665;50.53015234137598;0.8003692424017137;-0.4079925272595712;-0.008154166082665447;-0.1566636227607047;0.43719052602240815;1844.8636761073806;2177.4933599733617;3099.2599477052677;3215.1790262355703;2808.823248689812
"CHEMBL260654";"COc1cc(O)c(C(=O)/C=C/c2c(OC)cccc2OC)c(OC)c1";0.35;2.8899999999999997;51.58785999999997;12;12;45;30.486139999999992;26;484;1516.06;322.3169397876348;1;1;4;21;0.5;12;0;74.22000000000001;5.700439718141093;344.1259883600005;3.531;122;0;0;0;25;344.3592266809042;0.08888888888888889;7;-0.04460000000000297;0.0019891600000002648;103.24039999999998;29.646814213245676;29.32091977132564;38.98510372559077;46.645563611253586;48.63191793883644;0.7950461289129989;-0.3662727114181537;0.0010678953486535584;-0.29572835313802887;0.5563348473092427;1480.4461864425232;1705.4637397567735;2322.2795966406447;2514.875672328514;2204.391742337513
"CHEMBL4215789";"COc1ccc(-n2nnc(-c3ccccc3NC(=O)c4cccs4)n2)cc1";0.351;2.67;53.44589499999998;22;22;42;24.192104999999994;30;676;1323.08;306.2265645798239;5;1;3;26;0.4666666666666667;6;0;110.16999999999999;5.906890595608519;377.0946457200004;3.7920000000000007;142;0;0;0;27;377.42150422971565;0.023809523809523808;5;0.5754999999999986;0.33120024999999836;116.3448;36.476592615914306;36.24669691023532;50.46703531093758;47.82331549527222;45.04148049001676;0.4186157744885807;-0.2070898253556743;-0.004877665459520403;0.0027904150260321557;0.015569677704729994;1868.1368079620693;2182.778124913313;2982.0036593100303;2742.6339646989973;2615.1636771750686
"CHEMBL4076705";"COc1ccc(NC(=O)Nc2ccccc2-c3nnn(-c4ccc(OC)cc4)n3)cc1";0.355;2.8899999999999997;61.06185999999997;23;23;51;29.95413999999999;34;939;1986.09;356.75602260775213;6;2;3;29;0.47368421052631576;8;0;103.19;6.08746284125034;416.1596885000006;4.134000000000001;160;0;0;0;31;416.43343883077597;0.0392156862745098;6;0.48219999999999874;0.23251683999999878;128.7728;35.483288914281715;37.90367432175538;51.86939550593473;51.31619052640426;49.202333062137654;0.593833511003195;-0.360501315044221;0.11042339668771801;-0.0562009507249923;0.016988478960232204;1908.5498685935056;2214.1897399341506;3010.823141007271;2947.8934799461567;2684.5540527966505
"CHEMBL3582149";"COc1cc(OC)c2c(c1)O[C@H](c3cc(OC)c(OC)c(OC)c3)[C@H](OC(=O)/C=C/c4cc(OC)c(OC)c(OC)c4)C2";0.357;3.7700000000000005;89.14654799999992;18;18;79;59.47345199999998;46;1229;4918.11;547.5935799227076;2;0;4;14;0.47058823529411764;21;2;109.37000000000002;6.523561956057013;596.2257619720009;4.705;220;0;0;0;43;596.6228700382079;0.13924050632911392;13;-0.7347000000000024;0.5397840900000035;171.49830000000003;51.519159390950406;52.97393151978384;72.74467648672248;89.83882856028399;93.83138042307934;1.6560447810198384;-0.9143263372219844;-0.1809999773465308;0.46820508059220906;-0.11575031216983728;2770.081629091322;3278.844925637408;4689.56563230085;5336.656715443488;5120.111290992315
"CHEMBL4175165";"COc1cccc(-c2nc(Nc3cccc(C#N)c3)c4ccccc4n2)c1";0.359;3.33;54.59068799999998;22;23;43;23.367311999999995;30;583;1414.05;314.5455900894963;4;1;2;26;0.46153846153846156;5;0;70.83;5.906890595608519;352.13241113200047;4.691;142;0;0;0;27;352.389459546262;0.023255813953488372;4;1.4778000000000002;2.183892840000001;115.24430000000001;29.214390240646868;31.827457486528257;43.87978195544209;46.48927681833267;42.68307518642872;0.4275873142835491;-0.23805177611681444;0.08463605883558108;-0.08263659168310204;-0.07198804857469171;1838.3578648866828;2169.365930810818;3023.8659182288006;3146.2843580235995;2836.738266755588
"CHEMBL3809957";"COc1cccc(/C=C/C(=O)c2ccc(Nc3nc(-c4ccc(OC)c(OC)c4)nc5ccccc35)cc2)c1";0.36;4.210000000000001;80.83141099999995;28;29;66;39.52258899999999;43;1367;3418.07;471.7135214384806;4;1;4;36;0.47619047619047616;12;2;82.57000000000001;6.426264754702098;517.2001563440007;6.356;204;0;0;0;39;517.5756783818979;0.045454545454545456;9;1.450999999999999;2.105400999999997;167.8154;43.17781704599322;46.32173543901062;63.70615188505701;70.25602582744065;63.84126520394788;0.7623310928151794;-0.4277361099792687;0.03676780669473916;0.07897217549071828;-0.16060212883060057;2675.680034828419;3134.570343576027;4339.885082061822;4581.332172065138;4116.012868945032
"CHEMBL1507325";"COC(=O)c1cccc(Nc2nc(-c3cccnc3)nc4ccccc24)c1";0.362;3.11;53.63268799999997;22;23;43;24.985311999999993;30;591;1414.06;308.6762908649906;6;1;4;26;0.46153846153846156;6;0;77;5.906890595608519;356.12732575200044;3.737000000000001;142;0;0;0;27;356.37812857704347;0.023255813953488372;5;0.07480000000000048;0.005595040000000071;111.0537;29.988859276187814;32.32573139684126;44.82043292416348;47.485552749730374;43.40249201052503;0.542845675008784;-0.3660004227893532;0.19636042427835457;-0.18769530621903138;0.11095031683562251;1797.7254597021656;2119.3940025746147;2948.1151083788973;3071.1418474053507;2769.4363937395715
